exp_id,tag,timestamp_utc,duration_s,best_val_mse,final_train_loss,final_val_mse,final_val_rmse,config,tb_logdir,model_path,history_path,error
20251110T221411Z,exp-08_bn_do-0.1,2025-11-10T22:14:11.321186,0.736724853515625,0.02756766974925995,0.04263380914926529,0.03303508460521698,0.1817555627902953,"{""tag"": ""exp-08_bn_do-0.1"", ""task"": ""regression"", ""seed"": 42, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.1, ""batchnorm"": true, ""skip"": false, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-08_bn_do-0.1,artifacts/model_exp-08_bn_do-0.1_20251104T051227Z.pt,artifacts/history_exp-08_bn_do-0.1_20251110T195147Z.pkl,
20251110T221411Z,exp-09_smaller,2025-11-10T22:14:11.802542,0.47939610481262207,0.01622050628066063,0.005755034741014242,0.01622050628066063,0.12735975141566755,"{""tag"": ""exp-09_smaller"", ""task"": ""regression"", ""seed"": 42, ""hidden_dims"": [64, 32], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": false, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-09_smaller,artifacts/model_exp-09_smaller_20251104T051228Z.pt,artifacts/history_exp-09_smaller_20251110T221411Z.pkl,
20251110T221412Z,exp-10_bottleneck,2025-11-10T22:14:12.263326,0.4591076374053955,0.010989876464009285,0.0056453623808920385,0.010989876464009285,0.10483261164355911,"{""tag"": ""exp-10_bottleneck"", ""task"": ""regression"", ""seed"": 42, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": false, ""bottleneck"": true, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-10_bottleneck,artifacts/model_exp-10_bottleneck_seed0_20251104T051618Z.pt,artifacts/history_exp-10_bottleneck_20251110T221411Z.pkl,
20251110T221412Z,exp-11_skip,2025-11-10T22:14:12.787581,0.5224788188934326,0.010011984035372734,0.002742120157927275,0.010011984035372734,0.10005990223547459,"{""tag"": ""exp-11_skip"", ""task"": ""regression"", ""seed"": 42, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": true, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-11_skip,artifacts/model_exp-11_skip_seed2_20251110T195155Z.pt,artifacts/history_exp-11_skip_seed1_20251104T051617Z.pkl,
20251110T221413Z,exp-12_combined,2025-11-10T22:14:13.229913,0.44080662727355957,0.014955022372305393,0.0034866616129875182,0.014955022372305393,0.12229072888941905,"{""tag"": ""exp-12_combined"", ""task"": ""regression"", ""seed"": 42, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": false, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-12_combined,artifacts/model_exp-12_combined_20251110T220259Z.pt,artifacts/history_exp-12_combined_20251110T221412Z.pkl,
20251110T221414Z,exp-11_skip_seed1_seed0,2025-11-10T22:14:14.481232,0.6191160678863525,0.011314657516777515,0.0025451533030718563,0.011502128094434738,0.10724797478010827,"{""tag"": ""exp-11_skip_seed1_seed0"", ""task"": ""regression"", ""seed"": 0, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": true, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-11_skip_seed1_seed0,artifacts/model_exp-11_skip_seed1_seed0_20251110T220300Z.pt,artifacts/history_exp-11_skip_seed1_seed0_20251110T195150Z.pkl,
20251110T221415Z,exp-11_skip_seed1_seed1,2025-11-10T22:14:15.132646,0.6494853496551514,0.008614509366452694,0.0034183017676696183,0.008964250795543194,0.09467972747924021,"{""tag"": ""exp-11_skip_seed1_seed1"", ""task"": ""regression"", ""seed"": 1, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": true, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-11_skip_seed1_seed1,artifacts/model_exp-11_skip_seed1_seed1_20251110T195152Z.pt,artifacts/history_exp-11_skip_seed1_seed1_20251110T195152Z.pkl,
20251110T221415Z,exp-11_skip_seed1_seed2,2025-11-10T22:14:15.750293,0.6158082485198975,0.010385295376181602,0.0029336877167224886,0.010385295376181602,0.10190826942001126,"{""tag"": ""exp-11_skip_seed1_seed2"", ""task"": ""regression"", ""seed"": 2, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": true, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-11_skip_seed1_seed2,artifacts/model_exp-11_skip_seed1_seed2_20251110T221415Z.pt,artifacts/history_exp-11_skip_seed1_seed2_20251110T220301Z.pkl,
20251110T221416Z,exp-11_skip_seed1_seed0,2025-11-10T22:14:16.312940,0.5589213371276855,0.011314657516777515,0.0025451533030718563,0.011502128094434738,0.10724797478010827,"{""tag"": ""exp-11_skip_seed1_seed0"", ""task"": ""regression"", ""seed"": 0, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": true, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-11_skip_seed1_seed0,artifacts/model_exp-11_skip_seed1_seed0_20251110T220300Z.pt,artifacts/history_exp-11_skip_seed1_seed0_20251110T195150Z.pkl,
20251110T221416Z,exp-11_skip_seed1_seed1,2025-11-10T22:14:16.923923,0.6094739437103271,0.008614509366452694,0.0034183017676696183,0.008964250795543194,0.09467972747924021,"{""tag"": ""exp-11_skip_seed1_seed1"", ""task"": ""regression"", ""seed"": 1, ""hidden_dims"": [128, 64], ""activation"": ""relu"", ""dropout"": 0.0, ""batchnorm"": false, ""skip"": true, ""bottleneck"": false, ""optimizer"": ""adam"", ""lr"": 0.001, ""weight_decay"": 0.0, ""batch_size"": 64, ""epochs"": 80}",runs/exp-11_skip_seed1_seed1,artifacts/model_exp-11_skip_seed1_seed1_20251110T195152Z.pt,artifacts/history_exp-11_skip_seed1_seed1_20251110T195152Z.pkl,
